prompt,completion
"[['O', None, None], [None, 'X', 'O'], ['X', None, None]]"," [0, 2]"
"[['O', None, None], [None, 'X', 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], [None, 'X', 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], [None, 'X', 'O'], ['X', 'X', 'O']]"," [0, 2]"
"[['O', None, None], [None, 'X', 'O'], ['X', 'O', 'X']]"," [0, 2]"
"[['O', None, None], [None, 'X', 'O'], ['O', 'X', 'X']]"," [0, 1]"
"[['O', None, None], [None, 'O', None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], [None, 'O', None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], [None, 'O', None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], [None, 'O', 'X'], [None, None, 'X']]"," [0, 2]"
"[['O', None, None], [None, 'O', 'X'], [None, 'X', None]]"," [2, 2]"
"[['O', None, None], [None, 'O', 'X'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], [None, 'O', 'X'], ['X', None, None]]"," [2, 2]"
"[['O', None, None], [None, 'O', 'X'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], [None, 'O', 'X'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], [None, 'O', 'X'], ['X', 'O', 'X']]"," [0, 2]"
"[['O', None, None], [None, 'O', 'X'], ['O', 'X', 'X']]"," [0, 2]"
"[['O', None, None], ['X', None, None], [None, None, None]]"," [2, 2]"
"[['O', None, None], ['X', None, None], [None, None, 'X']]"," [1, 2]"
"[['O', None, None], ['X', None, None], [None, 'X', None]]"," [0, 2]"
"[['O', None, None], ['X', None, None], [None, 'X', 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, None], [None, 'O', 'X']]"," [1, 2]"
"[['O', None, None], ['X', None, None], ['X', None, None]]"," [0, 2]"
"[['O', None, None], ['X', None, None], ['X', None, 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, None], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, None], ['X', 'O', None]]"," [1, 1]"
"[['O', None, None], ['X', None, None], ['X', 'O', 'X']]"," [0, 1]"
"[['O', None, None], ['X', None, None], ['O', None, 'X']]"," [1, 2]"
"[['O', None, None], ['X', None, None], ['O', 'X', None]]"," [1, 1]"
"[['O', None, None], ['X', None, None], ['O', 'X', 'X']]"," [0, 2]"
"[['O', None, None], ['X', None, 'X'], [None, None, None]]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], [None, None, 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], [None, 'X', 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], [None, 'O', None]]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], [None, 'O', 'X']]"," [2, 0]"
"[['O', None, None], ['X', None, 'X'], ['X', None, 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], ['X', 'O', None]]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], ['X', 'O', 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], ['O', None, None]]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], ['O', None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', None, 'X'], ['O', 'X', None]]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], ['O', 'X', 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, 'X'], ['O', 'O', 'X']]"," [1, 1]"
"[['O', None, None], ['X', None, 'O'], [None, None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', None, 'O'], [None, 'X', None]]"," [2, 2]"
"[['O', None, None], ['X', None, 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['X', None, 'O'], ['X', None, None]]"," [2, 2]"
"[['O', None, None], ['X', None, 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', None, 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], ['X', None, 'O'], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, None], ['X', None, 'O'], ['X', 'O', 'X']]"," [1, 1]"
"[['O', None, None], ['X', None, 'O'], ['O', 'X', 'X']]"," [1, 1]"
"[['O', None, None], ['X', 'X', None], [None, None, None]]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], [None, None, 'O']]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], [None, 'X', 'O']]"," [2, 0]"
"[['O', None, None], ['X', 'X', None], [None, 'O', None]]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], [None, 'O', 'X']]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], ['X', None, 'O']]"," [2, 1]"
"[['O', None, None], ['X', 'X', None], ['X', 'O', None]]"," [2, 2]"
"[['O', None, None], ['X', 'X', None], ['X', 'O', 'O']]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], ['O', None, None]]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], ['O', None, 'X']]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], ['O', 'X', None]]"," [2, 2]"
"[['O', None, None], ['X', 'X', None], ['O', 'X', 'O']]"," [1, 2]"
"[['O', None, None], ['X', 'X', None], ['O', 'O', 'X']]"," [1, 2]"
"[['O', None, None], ['X', 'X', 'O'], [None, None, None]]"," [2, 2]"
"[['O', None, None], ['X', 'X', 'O'], [None, None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', 'X', 'O'], [None, 'X', None]]"," [0, 1]"
"[['O', None, None], ['X', 'X', 'O'], [None, 'X', 'O']]"," [0, 1]"
"[['O', None, None], ['X', 'X', 'O'], [None, 'O', 'X']]"," [2, 0]"
"[['O', None, None], ['X', 'X', 'O'], ['X', None, None]]"," [0, 2]"
"[['O', None, None], ['X', 'X', 'O'], ['X', None, 'O']]"," [0, 2]"
"[['O', None, None], ['X', 'X', 'O'], ['X', 'X', 'O']]"," [0, 2]"
"[['O', None, None], ['X', 'X', 'O'], ['X', 'O', None]]"," [0, 2]"
"[['O', None, None], ['X', 'X', 'O'], ['X', 'O', 'X']]"," [0, 2]"
"[['O', None, None], ['X', 'X', 'O'], ['O', None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', 'X', 'O'], ['O', 'X', None]]"," [0, 1]"
"[['O', None, None], ['X', 'X', 'O'], ['O', 'X', 'X']]"," [0, 1]"
"[['O', None, None], ['X', 'O', None], [None, None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', 'O', None], [None, 'X', None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['X', 'O', None], ['X', None, None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', 'O', None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', None], ['X', 'O', 'X']]"," [0, 1]"
"[['O', None, None], ['X', 'O', None], ['O', 'X', 'X']]"," [0, 2]"
"[['O', None, None], ['X', 'O', 'X'], [None, None, None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', 'X'], [None, None, 'X']]"," [0, 2]"
"[['O', None, None], ['X', 'O', 'X'], [None, 'X', None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', 'X'], [None, 'O', 'X']]"," [0, 2]"
"[['O', None, None], ['X', 'O', 'X'], ['X', None, None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', 'X'], ['X', 'O', None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', 'X'], ['X', 'O', 'X']]"," [0, 1]"
"[['O', None, None], ['X', 'O', 'X'], ['O', None, 'X']]"," [0, 2]"
"[['O', None, None], ['X', 'O', 'X'], ['O', 'X', None]]"," [2, 2]"
"[['O', None, None], ['X', 'O', 'X'], ['O', 'X', 'X']]"," [0, 2]"
"[['O', None, None], ['X', 'O', 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['X', 'O', 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['X', 'O', 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], ['O', None, None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['O', None, None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['O', None, None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], ['O', None, 'X'], [None, None, 'X']]"," [0, 2]"
"[['O', None, None], ['O', None, 'X'], [None, 'X', None]]"," [2, 0]"
"[['O', None, None], ['O', None, 'X'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['O', None, 'X'], ['X', None, None]]"," [2, 2]"
"[['O', None, None], ['O', None, 'X'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['O', None, 'X'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], ['O', None, 'X'], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, None], ['O', None, 'X'], ['X', 'O', 'X']]"," [0, 2]"
"[['O', None, None], ['O', 'X', None], [None, None, 'X']]"," [2, 0]"
"[['O', None, None], ['O', 'X', None], [None, 'X', None]]"," [0, 1]"
"[['O', None, None], ['O', 'X', None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['O', 'X', None], ['X', None, None]]"," [0, 2]"
"[['O', None, None], ['O', 'X', None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['O', 'X', None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], ['O', 'X', None], ['X', 'X', 'O']]"," [0, 2]"
"[['O', None, None], ['O', 'X', None], ['X', 'O', 'X']]"," [0, 2]"
"[['O', None, None], ['O', 'X', 'X'], [None, None, None]]"," [2, 0]"
"[['O', None, None], ['O', 'X', 'X'], [None, None, 'X']]"," [2, 0]"
"[['O', None, None], ['O', 'X', 'X'], [None, 'X', None]]"," [2, 0]"
"[['O', None, None], ['O', 'X', 'X'], [None, 'X', 'O']]"," [0, 1]"
"[['O', None, None], ['O', 'X', 'X'], [None, 'O', 'X']]"," [0, 2]"
"[['O', None, None], ['O', 'X', 'X'], ['X', None, None]]"," [0, 2]"
"[['O', None, None], ['O', 'X', 'X'], ['X', None, 'O']]"," [0, 2]"
"[['O', None, None], ['O', 'X', 'X'], ['X', 'X', 'O']]"," [0, 2]"
"[['O', None, None], ['O', 'X', 'X'], ['X', 'O', None]]"," [0, 2]"
"[['O', None, None], ['O', 'X', 'X'], ['X', 'O', 'X']]"," [0, 2]"
"[['O', None, None], ['O', 'X', 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['O', 'X', 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['O', 'X', 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, None], ['O', 'O', 'X'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, None], ['O', 'O', 'X'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, None], ['O', 'O', 'X'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], [None, None, None], [None, None, None]]"," [2, 2]"
"[['O', None, 'X'], [None, None, None], [None, None, 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, None, None], [None, 'X', None]]"," [2, 0]"
"[['O', None, 'X'], [None, None, None], [None, 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, None], [None, 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, None, None], ['X', None, None]]"," [1, 1]"
"[['O', None, 'X'], [None, None, None], ['X', None, 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, None], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, None], ['X', 'O', None]]"," [1, 1]"
"[['O', None, 'X'], [None, None, None], ['X', 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, None, None], ['O', None, 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, None, None], ['O', 'X', None]]"," [1, 0]"
"[['O', None, 'X'], [None, None, None], ['O', 'X', 'X']]"," [1, 0]"
"[['O', None, 'X'], [None, None, 'X'], [None, None, None]]"," [2, 2]"
"[['O', None, 'X'], [None, None, 'X'], [None, None, 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'X'], [None, 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'X'], [None, 'O', None]]"," [2, 2]"
"[['O', None, 'X'], [None, None, 'X'], ['X', None, 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'X'], ['X', 'O', None]]"," [2, 2]"
"[['O', None, 'X'], [None, None, 'X'], ['X', 'O', 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'X'], ['O', None, None]]"," [2, 2]"
"[['O', None, 'X'], [None, None, 'X'], ['O', 'X', None]]"," [1, 0]"
"[['O', None, 'X'], [None, None, 'X'], ['O', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'O'], [None, None, 'X']]"," [2, 0]"
"[['O', None, 'X'], [None, None, 'O'], [None, 'X', None]]"," [2, 0]"
"[['O', None, 'X'], [None, None, 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], [None, None, 'O'], ['X', None, None]]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], [None, None, 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], [None, None, 'O'], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'O'], ['X', 'O', 'X']]"," [1, 1]"
"[['O', None, 'X'], [None, None, 'O'], ['O', 'X', 'X']]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', None], [None, None, None]]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', None], [None, None, 'O']]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', None], [None, 'X', 'O']]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', None], [None, 'O', None]]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', None], [None, 'O', 'X']]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', None], ['O', None, None]]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', None], ['O', None, 'X']]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', None], ['O', 'X', None]]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', None], ['O', 'X', 'O']]"," [0, 1]"
"[['O', None, 'X'], [None, 'X', None], ['O', 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, 'X', 'X'], [None, None, 'O']]"," [2, 1]"
"[['O', None, 'X'], [None, 'X', 'X'], [None, 'O', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'X', 'X'], [None, 'O', 'O']]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', 'X'], ['O', None, None]]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', 'X'], ['O', None, 'O']]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', 'X'], ['O', 'X', 'O']]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', 'X'], ['O', 'O', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'X', 'O'], [None, None, None]]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', 'O'], [None, None, 'X']]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', 'O'], [None, 'X', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'X', 'O'], [None, 'X', 'O']]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', 'O'], [None, 'O', 'X']]"," [2, 0]"
"[['O', None, 'X'], [None, 'X', 'O'], ['O', None, 'X']]"," [1, 0]"
"[['O', None, 'X'], [None, 'X', 'O'], ['O', 'X', None]]"," [0, 1]"
"[['O', None, 'X'], [None, 'X', 'O'], ['O', 'X', 'X']]"," [1, 0]"
"[['O', None, 'X'], [None, 'O', None], [None, None, 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, 'O', None], [None, 'X', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], [None, 'O', None], ['X', None, None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], [None, 'O', None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', None], ['X', 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, 'O', None], ['O', 'X', 'X']]"," [1, 2]"
"[['O', None, 'X'], [None, 'O', 'X'], [None, None, None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', 'X'], [None, 'X', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', 'X'], ['X', None, None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', 'X'], ['X', 'O', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', 'X'], ['O', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], [None, 'O', 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], [None, 'O', 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], [None, 'O', 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', None, None], [None, None, None]]"," [1, 2]"
"[['O', None, 'X'], ['X', None, None], [None, None, 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, None], [None, 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, None], [None, 'O', None]]"," [1, 2]"
"[['O', None, 'X'], ['X', None, None], [None, 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', None, None], ['X', None, 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, None], ['X', 'O', None]]"," [1, 1]"
"[['O', None, 'X'], ['X', None, None], ['X', 'O', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, None], ['O', None, None]]"," [1, 2]"
"[['O', None, 'X'], ['X', None, None], ['O', None, 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', None, None], ['O', 'X', None]]"," [1, 2]"
"[['O', None, 'X'], ['X', None, None], ['O', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, None], ['O', 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', None, 'X'], [None, None, 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'X'], [None, 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', None, 'X'], [None, 'O', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'X'], ['X', 'O', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'X'], ['O', None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', None, 'X'], ['O', None, 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'X'], ['O', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'X'], ['O', 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', None, 'O'], [None, None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', None, 'O'], [None, None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['X', None, 'O'], [None, 'X', None]]"," [2, 0]"
"[['O', None, 'X'], ['X', None, 'O'], [None, 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'O'], [None, 'O', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['X', None, 'O'], ['X', None, None]]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'O'], ['X', None, 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'O'], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'O'], ['X', 'O', None]]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'O'], ['X', 'O', 'X']]"," [1, 1]"
"[['O', None, 'X'], ['X', None, 'O'], ['O', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['X', None, 'O'], ['O', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', None, 'O'], ['O', 'X', 'X']]"," [1, 1]"
"[['O', None, 'X'], ['X', 'X', None], [None, None, 'O']]"," [2, 1]"
"[['O', None, 'X'], ['X', 'X', None], [None, 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'X', None], [None, 'O', 'O']]"," [2, 0]"
"[['O', None, 'X'], ['X', 'X', None], ['O', None, None]]"," [1, 2]"
"[['O', None, 'X'], ['X', 'X', None], ['O', None, 'O']]"," [1, 2]"
"[['O', None, 'X'], ['X', 'X', None], ['O', 'X', 'O']]"," [1, 2]"
"[['O', None, 'X'], ['X', 'X', None], ['O', 'O', None]]"," [1, 2]"
"[['O', None, 'X'], ['X', 'X', None], ['O', 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', 'X', 'O'], [None, None, None]]"," [2, 0]"
"[['O', None, 'X'], ['X', 'X', 'O'], [None, None, 'O']]"," [2, 0]"
"[['O', None, 'X'], ['X', 'X', 'O'], [None, 'X', 'O']]"," [2, 0]"
"[['O', None, 'X'], ['X', 'X', 'O'], [None, 'O', None]]"," [2, 0]"
"[['O', None, 'X'], ['X', 'X', 'O'], [None, 'O', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['X', 'X', 'O'], ['O', None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'X', 'O'], ['O', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['X', 'X', 'O'], ['O', 'X', None]]"," [0, 1]"
"[['O', None, 'X'], ['X', 'X', 'O'], ['O', 'X', 'O']]"," [0, 1]"
"[['O', None, 'X'], ['X', 'X', 'O'], ['O', 'O', 'X']]"," [0, 1]"
"[['O', None, 'X'], ['X', 'O', None], [None, None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', None], [None, None, 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', 'O', None], [None, 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', None], [None, 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', 'O', None], ['X', None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', None], ['X', 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', None], ['X', 'O', 'X']]"," [0, 1]"
"[['O', None, 'X'], ['X', 'O', None], ['O', None, 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', 'O', None], ['O', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', None], ['O', 'X', 'X']]"," [1, 2]"
"[['O', None, 'X'], ['X', 'O', 'X'], [None, None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'X'], [None, 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'X'], ['X', 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'X'], ['O', None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'X'], ['O', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'O'], [None, None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['X', 'O', 'O'], [None, 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['X', 'O', 'O'], ['X', None, None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['X', 'O', 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['X', 'O', 'O'], ['X', 'O', 'X']]"," [0, 1]"
"[['O', None, 'X'], ['X', 'O', 'O'], ['O', 'X', 'X']]"," [0, 1]"
"[['O', None, 'X'], ['O', None, None], [None, None, 'X']]"," [1, 2]"
"[['O', None, 'X'], ['O', None, None], [None, 'X', None]]"," [2, 0]"
"[['O', None, 'X'], ['O', None, None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['O', None, None], ['X', None, None]]"," [1, 1]"
"[['O', None, 'X'], ['O', None, None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['O', None, None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['O', None, None], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['O', None, None], ['X', 'O', 'X']]"," [1, 2]"
"[['O', None, 'X'], ['O', None, 'X'], [None, None, None]]"," [2, 2]"
"[['O', None, 'X'], ['O', None, 'X'], [None, 'X', None]]"," [2, 0]"
"[['O', None, 'X'], ['O', None, 'X'], [None, 'X', 'O']]"," [2, 0]"
"[['O', None, 'X'], ['O', None, 'X'], ['X', None, None]]"," [2, 2]"
"[['O', None, 'X'], ['O', None, 'X'], ['X', None, 'O']]"," [1, 1]"
"[['O', None, 'X'], ['O', None, 'X'], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, 'X'], ['O', None, 'X'], ['X', 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['O', None, 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['O', None, 'O'], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['O', None, 'O'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['O', 'X', None], [None, None, None]]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', None], [None, None, 'X']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', None], [None, 'X', None]]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', None], [None, 'X', 'O']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', None], [None, 'O', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', 'X'], [None, None, None]]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', 'X'], [None, None, 'O']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', 'X'], [None, 'X', 'O']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', 'X'], [None, 'O', None]]"," [2, 2]"
"[['O', None, 'X'], ['O', 'X', 'O'], [None, None, 'X']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', 'O'], [None, 'X', None]]"," [2, 0]"
"[['O', None, 'X'], ['O', 'X', 'O'], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'O', None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'X'], ['O', 'O', None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'X'], ['O', 'O', None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['O', 'O', 'X'], [None, 'X', None]]"," [2, 2]"
"[['O', None, 'X'], ['O', 'O', 'X'], ['X', None, None]]"," [2, 2]"
"[['O', None, 'X'], ['O', 'O', 'X'], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'O'], [None, None, None], [None, 'X', 'X']]"," [2, 0]"
"[['O', None, 'O'], [None, None, None], ['X', None, 'X']]"," [2, 1]"
"[['O', None, 'O'], [None, None, None], ['X', 'X', None]]"," [2, 2]"
"[['O', None, 'O'], [None, None, 'X'], [None, None, 'X']]"," [0, 1]"
"[['O', None, 'O'], [None, None, 'X'], [None, 'X', None]]"," [0, 1]"
"[['O', None, 'O'], [None, None, 'X'], [None, 'X', 'X']]"," [0, 1]"
"[['O', None, 'O'], [None, None, 'X'], ['X', None, None]]"," [0, 1]"
"[['O', None, 'O'], [None, None, 'X'], ['X', None, 'X']]"," [0, 1]"
"[['O', None, 'O'], [None, None, 'X'], ['X', 'X', None]]"," [0, 1]"
"[['O', None, 'O'], [None, None, 'X'], ['X', 'X', 'O']]"," [1, 1]"
"[['O', None, 'O'], [None, None, 'X'], ['X', 'O', 'X']]"," [0, 1]"
